Dunnville Sandstone (Tarokh et al., 2022)
MPa
sigma3,sigma1
-1.4,0.5
-1.5,0.75
-1.79,1.0
-1.66,5
-1.11,10
-1.38,15
-1.02,15
-1.01,20
-0.26,25
1.11,30
9.69,60
5,55
10,71
11.5,67
20,86
30,110
40,125
50,138
60,151
