Carrara marble (Ramsey and Chester, 2004)
MPa
sigma3,sigma1
-7.9,7.5
-7.5,15
-7.8,30
-7.8,60
-10.6,70
-9.7,80
-9.8,80
-6.9,90
-4.0,100
-3.0,120
0,130
2.5,140
4.3,150
