Carrara marble (McCormick and Rutter, 2022)
MPa
sigma3,sigma1
-2.4,20.0
-3.4,30.0
-6.8,40.0
-5.7,50.0
-4.2,60.0
-2.5,70.0
-0.2,80.0
5.2,90.0
10.9,100.0
14.7,120.0
16.7,140.0
0.1,59.5
5.0,93.5
10.0,130.2
15.0,146.7
20.0,178.1
30.0,189.8
40.0,206.9
50.0,256.2
