"sigma_t_adj","sigma_c_adj","xi_adj","k1","k2","a","lambda","beta_1_deg","beta_2_deg","sigma_3_ngc_bar","sigma_3_ngc","residual","convergence","Omega","Omega_1","uc_sigma3_max_factor","sigma3_uc_max","use_ductile_transition_limit","sigma1_sigma3_min_ratio","uc_final_sigma_3","uc_final_sigma_1","uc_final_sigma1_sigma3_ratio"
-20,160,-0.125,0.623475382979799,2.60799528914224,2.51182862480243,3.77562462734393,31.3447261610133,43.1570027429281,-0.109383419318945,-17.5013470910311,3.56682400311056e-18,0,12.5952001998851,0.298476539208997,100,16000,TRUE,3.4,169.633926785357,572.513336046073,3.37499312133764
