"branch","sigma_3","sigma_1","sigma_n","tau","alpha_deg","beta_deg","beta_rad","sigma_n_pri","tau_pri"
"NGC",-19.9999497839133,75.5178216257754,-18.8147511796572,10.5736859053449,83.6044432993169,77.2088865986338,1.34754928294509,-0.940737558982859,0.528684295267245
"NGC",-19.9999491611522,75.5178711162622,-18.8111378406003,10.5895889299048,83.5946641606308,77.1893283212617,1.34720792660892,-0.940556892030014,0.529479446495242
"NGC",-19.9999485316195,75.5179209910862,-18.8075190598185,10.6054907787097,83.5848850219448,77.1697700438895,1.34686657027276,-0.940375952990923,0.530274538935486
"NGC",-19.9999478952516,75.5179712526551,-18.8038948375892,10.6213914503545,83.5751058832587,77.1502117665174,1.3465252139366,-0.940194741879461,0.531069572517724
"NGC",-19.9999472519849,75.5180219033883,-18.8002651741896,10.637290943437,83.5653267445726,77.1306534891453,1.34618385760044,-0.940013258709478,0.531864547171851
"NGC",-19.9999466017549,75.5180729457166,-18.796630069896,10.6531892565581,83.5555476058866,77.1110952117732,1.34584250126428,-0.9398315034948,0.532659462827905
"NGC",-19.9999459444966,75.5181243820827,-18.7929895249845,10.6690863883215,83.5457684672005,77.0915369344011,1.34550114492811,-0.939649476249227,0.533454319416075
"NGC",-19.9999452801447,75.5181762149408,-18.7893435397307,10.6849823373338,83.5359893285145,77.071978657029,1.34515978859195,-0.939467176986533,0.534249116866691
"NGC",-19.9999446086332,75.5182284467567,-18.7856921144093,10.7008771022047,83.5262101898284,77.0524203796568,1.34481843225579,-0.939284605720467,0.535043855110235
"NGC",-19.9999439298958,75.5182810800082,-18.782035249295,10.7167706815467,83.5164310511423,77.0328621022847,1.34447707591963,-0.939101762464752,0.535838534077337
"NGC",-19.9999432438655,75.5183341171847,-18.7783729446616,10.7326630739755,83.5066519124563,77.0133038249126,1.34413571958347,-0.938918647233082,0.536633153698774
"NGC",-19.9999425504747,75.5183875607875,-18.7747052007826,10.7485542781095,83.4968727737702,76.9937455475405,1.34379436324731,-0.938735260039128,0.537427713905475
"NGC",-19.9999418496556,75.5184414133298,-18.7710320179306,10.7644442925704,83.4870936350842,76.9741872701683,1.34345300691114,-0.93855160089653,0.538222214628518
"NGC",-19.9999411413396,75.5184956773367,-18.767353396378,10.7803331159827,83.4773144963981,76.9546289927962,1.34311165057498,-0.938367669818902,0.539016655799133
"NGC",-19.9999404254575,75.5185503553452,-18.7636693363966,10.796220746974,83.467535357712,76.9350707154241,1.34277029423882,-0.938183466819829,0.5398110373487
"NGC",-19.9999397019399,75.5186054499042,-18.7599798382574,10.8121071841751,83.457756219026,76.915512438052,1.34242893790266,-0.937998991912869,0.540605359208754
"NGC",-19.9999389707166,75.518660963575,-18.756284902231,10.8279924262196,83.4479770803399,76.8959541606799,1.3420875815665,-0.937814245111549,0.54139962131098
"NGC",-19.9999382317169,75.5187168989304,-18.7525845285874,10.8438764717444,83.4381979416539,76.8763958833078,1.34174622523033,-0.937629226429369,0.54219382358722
"NGC",-19.9999374848696,75.5187732585558,-18.748878717596,10.8597593193894,83.4284188029678,76.8568376059356,1.34140486889417,-0.937443935879798,0.542987965969468
"NGC",-19.9999367301029,75.5188300450485,-18.7451674695255,10.8756409677975,83.4186396642818,76.8372793285635,1.34106351255801,-0.937258373476275,0.543782048389875
"NGC",-19.9999359673446,75.5188872610182,-18.7414507846442,10.8915214156149,83.4088605255957,76.8177210511914,1.34072215622185,-0.93707253923221,0.544576070780745
"NGC",-19.9999351965217,75.5189449090866,-18.7377286632196,10.9074006614908,83.3990813869096,76.7981627738193,1.34038079988569,-0.936886433160979,0.545370033074542
"NGC",-19.9999344175608,75.5190029918877,-18.7340011055186,10.9232787040777,83.3893022482236,76.7786044964472,1.34003944354953,-0.93670005527593,0.546163935203884
"NGC",-19.9999336303879,75.5190615120679,-18.7302681118076,10.939155542031,83.3795231095375,76.759046219075,1.33969808721336,-0.936513405590379,0.54695777710155
"NGC",-19.9999328349285,75.5191204722861,-18.7265296823522,10.9550311740095,83.3697439708515,76.7394879417029,1.3393567308772,-0.93632648411761,0.547751558700475
"NGC",-19.9999320311074,75.5191798752132,-18.7227858174174,10.9709055986751,83.3599648321654,76.7199296643308,1.33901537454104,-0.936139290870872,0.548545279933754
"NGC",-19.9999312188489,75.519239723533,-18.7190365172677,10.9867788146928,83.3501856934793,76.7003713869587,1.33867401820488,-0.935951825863386,0.549338940734642
"NGC",-19.9999303980767,75.5193000199413,-18.7152817821667,11.0026508207311,83.3404065547933,76.6808131095866,1.33833266186872,-0.935764089108335,0.550132541036555
"NGC",-19.999929568714,75.5193607671469,-18.7115216123774,11.0185216154614,83.3306274161072,76.6612548322144,1.33799130553255,-0.935576080618873,0.55092608077307
"NGC",-19.9999287306833,75.5194219678707,-18.7077560081623,11.0343911975585,83.3208482774212,76.6416965548423,1.33764994919639,-0.935387800408116,0.551719559877926
"NGC",-19.9999278839066,75.5194836248466,-18.703984969783,11.0502595657005,83.3110691387351,76.6221382774702,1.33730859286023,-0.935199248489149,0.552512978285025
"NGC",-19.9999270283052,75.5195457408209,-18.7002084975004,11.0661267185687,83.301290000049,76.6025800000981,1.33696723652407,-0.93501042487502,0.553306335928433
"NGC",-19.9999261638,75.5196083185527,-18.6964265915749,11.0819926548476,83.291510861363,76.583021722726,1.33662588018791,-0.934821329578744,0.554099632742379
"NGC",-19.9999252903111,75.5196713608137,-18.692639252266,11.0978573732251,83.2817317226769,76.5634634453538,1.33628452385175,-0.934631962613298,0.554892868661257
"NGC",-19.999924407758,75.5197348703884,-18.6888464798325,11.1137208723926,83.2719525839909,76.5439051679817,1.33594316751558,-0.934442323991625,0.555686043619628
"NGC",-19.9999235160599,75.5197988500744,-18.6850482745326,11.1295831510443,83.2621734453048,76.5243468906096,1.33560181117942,-0.93425241372663,0.556479157552217
"NGC",-19.999922615135,75.5198633026817,-18.6812446366237,11.1454442078784,83.2523943066187,76.5047886132375,1.33526045484326,-0.934062231831184,0.557272210393918
"NGC",-19.9999217049011,75.5199282310335,-18.6774355663623,11.1613040415959,83.2426151679327,76.4852303358654,1.3349190985071,-0.933871778318117,0.558065202079793
"NGC",-19.9999207852752,75.5199936379658,-18.6736210640045,11.1771626509014,83.2328360292466,76.4656720584932,1.33457774217094,-0.933681053200225,0.55885813254507
"NGC",-19.999919856174,75.5200595263276,-18.6698011298053,11.193020034503,83.2230568905606,76.4461137811211,1.33423638583478,-0.933490056490264,0.559651001725149
"NGC",-19.9999189175133,75.520125898981,-18.665975764019,11.208876191112,83.2132777518745,76.426555503749,1.33389502949861,-0.933298788200952,0.560443809555598
"NGC",-19.9999179692084,75.5201927588011,-18.6621449668994,11.2247311194431,83.2034986131884,76.4069972263769,1.33355367316245,-0.933107248344969,0.561236555972157
"NGC",-19.9999170111739,75.5202601086761,-18.6583087386991,11.2405848182147,83.1937194745024,76.3874389490048,1.33321231682629,-0.932915436934953,0.562029240910736
"NGC",-19.9999160433237,75.5203279515074,-18.6544670796701,11.2564372861484,83.1839403358163,76.3678806716326,1.33287096049013,-0.932723353983505,0.562821864307418
"NGC",-19.9999150655713,75.5203962902096,-18.6506199900637,11.2722885219692,83.1741611971303,76.3483223942605,1.33252960415397,-0.932530999503186,0.56361442609846
"NGC",-19.9999140778293,75.5204651277103,-18.6467674701303,11.2881385244058,83.1643820584442,76.3287641168884,1.3321882478178,-0.932338373506515,0.564406926220289
"NGC",-19.9999130800098,75.5205344669507,-18.6429095201194,11.3039872921902,83.1546029197581,76.3092058395163,1.33184689148164,-0.932145476005971,0.56519936460951
"NGC",-19.9999120720242,75.5206043108853,-18.6390461402798,11.319834824058,83.1448237810721,76.2896475621442,1.33150553514548,-0.93195230701399,0.565991741202902
"NGC",-19.9999110537833,75.5206746624816,-18.6351773308593,11.3356811187484,83.135044642386,76.270089284772,1.33116417880932,-0.931758866542967,0.566784055937419
"NGC",-19.9999100251971,75.5207455247209,-18.6313030921051,11.3515261750038,83.1252655037,76.2505310073999,1.33082282247316,-0.931565154605257,0.567576308750192
"NGC",-19.999908986175,75.5208169005979,-18.6274234242634,11.3673699915706,83.1154863650139,76.2309727300278,1.330481466137,-0.931371171213168,0.568368499578529
"NGC",-19.9999079366259,75.5208887931205,-18.6235383275794,11.3832125671983,83.1057072263278,76.2114144526557,1.33014010980083,-0.931176916378969,0.569160628359917
"NGC",-19.9999068764577,75.5209612053105,-18.6196478022976,11.3990539006404,83.0959280876418,76.1918561752836,1.32979875346467,-0.930982390114882,0.569952695032022
"NGC",-19.999905805578,75.521034140203,-18.6157518486617,11.4148939906537,83.0861489489557,76.1722978979114,1.32945739712851,-0.930787592433087,0.570744699532687
"NGC",-19.9999047238934,75.521107600847,-18.6118504669144,11.4307328359988,83.0763698102697,76.1527396205393,1.32911604079235,-0.930592523345719,0.571536641799939
"NGC",-19.9999036313099,75.5211815903049,-18.6079436572973,11.4465704354396,83.0665906715836,76.1331813431672,1.32877468445619,-0.930397182864867,0.572328521771982
"NGC",-19.9999025277331,75.5212561116529,-18.6040314200515,11.4624067877441,83.0568115328975,76.1136230657951,1.32843332812002,-0.930201571002577,0.573120339387206
"NGC",-19.9999014130674,75.521331167981,-18.6001137554169,11.4782418916836,83.0470323942115,76.094064788423,1.32809197178386,-0.930005687770846,0.573912094584181
"NGC",-19.9999002872169,75.5214067623931,-18.5961906636326,11.4940757460332,83.0372532555254,76.0745065110508,1.3277506154477,-0.929809533181628,0.574703787301661
"NGC",-19.9998991500848,75.5214828980067,-18.5922621449365,11.5099083495717,83.0274741168394,76.0549482336787,1.32740925911154,-0.929613107246827,0.575495417478584
"NGC",-19.9998980015738,75.5215595779533,-18.588328199566,11.5257397010815,83.0176949781533,76.0353899563066,1.32706790277538,-0.929416409978302,0.576286985054073
"NGC",-19.9998968415856,75.5216368053784,-18.5843888277573,11.5415697993487,83.0079158394672,76.0158316789345,1.32672654643922,-0.929219441387863,0.577078489967437
"NGC",-19.9998956700214,75.5217145834414,-18.5804440297455,11.5573986431634,82.9981367007812,75.9962734015624,1.32638519010305,-0.929022201487273,0.577869932158172
"NGC",-19.9998944867816,75.5217929153158,-18.5764938057649,11.5732262313192,82.9883575620951,75.9767151241902,1.32604383376689,-0.928824690288245,0.578661311565959
"NGC",-19.999893291766,75.521871804189,-18.5725381560489,11.5890525626134,82.9785784234091,75.9571568468181,1.32570247743073,-0.928626907802444,0.579452628130669
"NGC",-19.9998920848734,75.5219512532627,-18.5685770808297,11.6048776358472,82.968799284723,75.937598569446,1.32536112109457,-0.928428854041486,0.58024388179236
"NGC",-19.9998908660022,75.5220312657526,-18.5646105803387,11.6207014498257,82.959020146037,75.9180402920739,1.32501976475841,-0.928230529016934,0.581035072491284
"NGC",-19.9998896350499,75.5221118448888,-18.5606386548061,11.6365240033576,82.9492410073509,75.8984820147018,1.32467840842225,-0.928031932740304,0.581826200167878
"NGC",-19.9998883919131,75.5221929939153,-18.5566613044612,11.6523452952554,82.9394618686648,75.8789237373296,1.32433705208608,-0.92783306522306,0.582617264762772
"NGC",-19.9998871364881,75.5222747160908,-18.5526785295322,11.6681653243358,82.9296827299788,75.8593654599575,1.32399569574992,-0.927633926476612,0.583408266216789
"NGC",-19.9998858686699,75.5223570146881,-18.5486903302464,11.6839840894189,82.9199035912927,75.8398071825854,1.32365433941376,-0.927434516512322,0.584199204470944
"NGC",-19.9998845883532,75.5224398929944,-18.5446967068299,11.6998015893289,82.9101244526067,75.8202489052133,1.3233129830776,-0.927234835341496,0.584990079466446
"NGC",-19.9998832954318,75.5225233543113,-18.5406976595078,11.7156178228939,82.9003453139206,75.8006906278412,1.32297162674144,-0.92703488297539,0.585780891144697
"NGC",-19.9998819897986,75.522607401955,-18.5366931885041,11.7314327889459,82.8905661752345,75.781132350469,1.32263027040527,-0.926834659425204,0.586571639447296
"NGC",-19.9998806713459,75.5226920392561,-18.5326832940417,11.7472464863207,82.8807870365485,75.7615740730969,1.32228891406911,-0.926634164702086,0.587362324316036
"NGC",-19.9998793399652,75.5227772695598,-18.5286679763426,11.7630589138581,82.8710078978624,75.7420157957248,1.32194755773295,-0.92643339881713,0.588152945692907
"NGC",-19.9998779955471,75.5228630962259,-18.5246472356274,11.778870070402,82.8612287591764,75.7224575183527,1.32160620139679,-0.926232361781372,0.5889435035201
"NGC",-19.9998766379816,75.5229495226288,-18.5206210721159,11.7946799548,82.8514496204903,75.7028992409806,1.32126484506063,-0.926031053605795,0.589733997739999
"NGC",-19.9998752671579,75.5230365521578,-18.5165894860265,11.8104885659038,82.8416704818042,75.6833409636085,1.32092348872447,-0.925829474301327,0.59052442829519
"NGC",-19.9998738829642,75.5231241882167,-18.5125524775768,11.8262959025692,82.8318913431182,75.6637826862363,1.3205821323883,-0.925627623878838,0.59131479512846
"NGC",-19.9998724852881,75.5232124342242,-18.5085100469828,11.8421019636559,82.8221122044321,75.6442244088642,1.32024077605214,-0.925425502349141,0.592105098182795
"NGC",-19.9998710740165,75.5233012936139,-18.5044621944598,11.8579067480276,82.8123330657461,75.6246661314921,1.31989941971598,-0.925223109722992,0.592895337401382
"NGC",-19.9998696490352,75.5233907698342,-18.5004089202218,11.8737102545523,82.80255392706,75.60510785412,1.31955806337982,-0.92502044601109,0.593685512727612
"NGC",-19.9998682102295,75.5234808663484,-18.4963502244815,11.8895124821016,82.7927747883739,75.5855495767479,1.31921670704366,-0.924817511224073,0.59447562410508
"NGC",-19.9998667574835,75.5235715866348,-18.4922861074505,11.9053134295517,82.7829956496879,75.5659912993757,1.31887535070749,-0.924614305372524,0.595265671477583
"NGC",-19.999865290681,75.5236629341868,-18.4882165693393,11.9211130957825,82.7732165110018,75.5464330220036,1.31853399437133,-0.924410828466963,0.596055654789124
"NGC",-19.9998638097045,75.5237549125128,-18.484141610357,11.9369114796782,82.7634373723157,75.5268747446315,1.31819263803517,-0.924207080517852,0.59684557398391
"NGC",-19.999862314436,75.5238475251364,-18.4800612307118,11.9527085801272,82.7536582336297,75.5073164672594,1.31785128169901,-0.924003061535591,0.597635429006358
"NGC",-19.9998608047565,75.5239407755963,-18.4759754306104,11.9685043960218,82.7438790949436,75.4877581898873,1.31750992536285,-0.923798771530522,0.59842521980109
"NGC",-19.9998592805462,75.5240346674462,-18.4718842102584,11.9842989262587,82.7340999562576,75.4681999125151,1.31716856902669,-0.923594210512921,0.599214946312935
"NGC",-19.9998577416845,75.5241292042556,-18.4677875698601,12.0000921697387,82.7243208175715,75.448641635143,1.31682721269052,-0.923389378493005,0.600004608486936
"NGC",-19.99985618805,75.5242243896087,-18.4636855096186,12.0158841253668,82.7145416788855,75.4290833577709,1.31648585635436,-0.923184275480929,0.60079420626834
"NGC",-19.9998546195202,75.5243202271054,-18.4595780297357,12.0316747920522,82.7047625401994,75.4095250803988,1.3161445000182,-0.922978901486783,0.601583739602608
"NGC",-19.9998530359721,75.524416720361,-18.4554651304119,12.0474641687083,82.6949834015133,75.3899668030267,1.31580314368204,-0.922773256520594,0.602373208435413
"NGC",-19.9998514372815,75.5245138730061,-18.4513468118465,12.0632522542528,82.6852042628273,75.3704085256546,1.31546178734588,-0.922567340592324,0.603162612712638
"NGC",-19.9998498233237,75.5246116886869,-18.4472230742374,12.0790390476076,82.6754251241412,75.3508502482824,1.31512043100971,-0.922361153711872,0.603951952380382
"NGC",-19.9998481939728,75.5247101710651,-18.4430939177814,12.0948245476991,82.6656459854552,75.3312919709103,1.31477907467355,-0.922154695889072,0.604741227384956
"NGC",-19.9998465491022,75.524809323818,-18.4389593426738,12.1106087534578,82.6558668467691,75.3117336935382,1.31443771833739,-0.921947967133689,0.605530437672888
"NGC",-19.9998448885844,75.5249091506385,-18.4348193491085,12.1263916638184,82.646087708083,75.2921754161661,1.31409636200123,-0.921740967455425,0.60631958319092
"NGC",-19.9998432122909,75.5250096552353,-18.4306739372783,12.1421732777202,82.636308569397,75.272617138794,1.31375500566507,-0.921533696863914,0.607108663886012
"NGC",-19.9998415200926,75.5251108413327,-18.4265231073744,12.1579535941068,82.6265294307109,75.2530588614218,1.31341364932891,-0.921326155368722,0.607897679705341
"NGC",-19.9998398118591,75.5252127126708,-18.422366859587,12.1737326119261,82.6167502920248,75.2335005840497,1.31307229299274,-0.921118342979348,0.608686630596303
"NGC",-19.9998380874594,75.5253152730057,-18.4182051941044,12.1895103301302,82.6069711533388,75.2139423066776,1.31273093665658,-0.920910259705221,0.609475516506512
"NGC",-19.9998363467616,75.5254185261091,-18.414038111114,12.2052867476761,82.5971920146527,75.1943840293055,1.31238958032042,-0.920701905555702,0.610264337383804
"NGC",-19.9998345896327,75.5255224757688,-18.4098656108017,12.2210618635247,82.5874128759667,75.1748257519334,1.31204822398426,-0.920493280540084,0.611053093176234
"NGC",-19.9998328159389,75.5256271257886,-18.4056876933517,12.2368356766417,82.5776337372806,75.1552674745612,1.3117068676481,-0.920284384667586,0.611841783832083
"NGC",-19.9998310255454,75.5257324799883,-18.4015043589472,12.252608185997,82.5678545985946,75.1357091971891,1.31136551131194,-0.920075217947359,0.612630409299848
"NGC",-19.9998292183167,75.5258385422037,-18.3973156077696,12.2683793905651,82.5580754599085,75.116150919817,1.31102415497577,-0.919865780388482,0.613418969528257
"NGC",-19.9998273941161,75.5259453162868,-18.3931214399992,12.2841492893252,82.5482963212224,75.0965926424449,1.31068279863961,-0.919656071999961,0.614207464466258
"NGC",-19.9998255528062,75.5260528061056,-18.3889218558146,12.2999178812605,82.5385171825364,75.0770343650728,1.31034144230345,-0.919446092790732,0.614995894063024
"NGC",-19.9998236942483,75.5261610155447,-18.3847168553931,12.3156851653592,82.5287380438503,75.0574760877006,1.31000008596729,-0.919235842769655,0.61578425826796
"NGC",-19.9998218183032,75.5262699485045,-18.3805064389104,12.3314511406138,82.5189589051643,75.0379178103285,1.30965872963113,-0.919025321945519,0.61657255703069
"NGC",-19.9998199248305,75.5263796089021,-18.3762906065407,12.3472158060215,82.5091797664782,75.0183595329564,1.30931737329496,-0.918814530327037,0.617360790301073
"NGC",-19.9998180136889,75.5264900006707,-18.372069358457,12.3629791605839,82.4994006277921,74.9988012555843,1.3089760169588,-0.918603467922848,0.618148958029195
"NGC",-19.999816084736,75.5266011277601,-18.3678426948303,12.3787412033074,82.4896214891061,74.9792429782122,1.30863466062264,-0.918392134741516,0.618937060165368
"NGC",-19.9998141378286,75.5267129941365,-18.3636106158305,12.3945019332029,82.47984235042,74.95968470084,1.30829330428648,-0.918180530791527,0.619725096660143
"NGC",-19.9998121728226,75.5268256037825,-18.3593731216259,12.4102613492859,82.470063211734,74.9401264234679,1.30795194795032,-0.917968656081294,0.620513067464293
"NGC",-19.9998101895727,75.5269389606975,-18.355130212383,12.4260194505766,82.4602840730479,74.9205681460958,1.30761059161416,-0.917756510619149,0.621300972528832
"NGC",-19.9998081879328,75.5270530688974,-18.350881888267,12.4417762361001,82.4505049343618,74.9010098687237,1.30726923527799,-0.917544094413349,0.622088811805003
"NGC",-19.9998061677556,75.5271679324147,-18.3466281494414,12.4575317048857,82.4407257956758,74.8814515913515,1.30692787894183,-0.917331407472072,0.622876585244285
"NGC",-19.9998041288931,75.5272835552986,-18.3423689960683,12.4732858559678,82.4309466569897,74.8618933139794,1.30658652260567,-0.917118449803416,0.62366429279839
"NGC",-19.999802071196,75.5273999416153,-18.338104428308,12.4890386883854,82.4211675183037,74.8423350366073,1.30624516626951,-0.916905221415402,0.62445193441927
"NGC",-19.9997999945141,75.5275170954476,-18.3338344463193,12.5047902011822,82.4113883796176,74.8227767592352,1.30590380993335,-0.916691722315967,0.625239510059112
"NGC",-19.9997978986964,75.5276350208952,-18.3295590502594,12.5205403934068,82.4016092409315,74.8032184818631,1.30556245359718,-0.916477952512972,0.626027019670341
"NGC",-19.9997957835906,75.5277537220747,-18.3252782402838,12.5362892641124,82.3918301022455,74.783660204491,1.30522109726102,-0.916263912014192,0.626814463205621
"NGC",-19.9997936490435,75.5278732031197,-18.3209920165465,12.5520368123572,82.3820509635594,74.7641019271188,1.30487974092486,-0.916049600827324,0.627601840617858
"NGC",-19.9997914949008,75.527993468181,-18.3167003791996,12.5677830372039,82.3722718248734,74.7445436497467,1.3045383845887,-0.915835018959979,0.628389151860195
"NGC",-19.9997893210073,75.5281145214261,-18.3124033283938,12.5835279377204,82.3624926861873,74.7249853723746,1.30419702825254,-0.915620166419689,0.62917639688602
"NGC",-19.9997871272067,75.5282363670398,-18.3081008642779,12.5992715129793,82.3527135475012,74.7054270950025,1.30385567191638,-0.915405043213897,0.629963575648964
"NGC",-19.9997849133415,75.5283590092243,-18.3037929869993,12.615013762058,82.3429344088152,74.6858688176304,1.30351431558021,-0.915189649349966,0.630750688102899
"NGC",-19.9997826792535,75.5284824521986,-18.2994796967034,12.6307546840389,82.3331552701291,74.6663105402582,1.30317295924405,-0.914973984835172,0.631537734201943
"NGC",-19.999780424783,75.5286067001992,-18.2951609935341,12.6464942780092,82.3233761314431,74.6467522628861,1.30283160290789,-0.914758049676706,0.63232471390046
"NGC",-19.9997781497696,75.52873175748,-18.2908368776334,12.6622325430612,82.313596992757,74.627193985514,1.30249024657173,-0.914541843881671,0.63311162715306
"NGC",-19.9997758540517,75.5288576283121,-18.2865073491417,12.677969478292,82.3038178540709,74.6076357081419,1.30214889023557,-0.914325367457086,0.633898473914601
"NGC",-19.9997735374666,75.5289843169841,-18.2821724081976,12.6937050828037,82.2940387153849,74.5880774307698,1.3018075338994,-0.914108620409881,0.634685254140187
"NGC",-19.9997711998505,75.5291118278022,-18.2778320549379,12.7094393557035,82.2842595766988,74.5685191533976,1.30146617756324,-0.913891602746896,0.635471967785175
"NGC",-19.9997688410386,75.5292401650899,-18.2734862894977,12.7251722961034,82.2744804380128,74.5489608760255,1.30112482122708,-0.913674314474886,0.636258614805169
"NGC",-19.999766460865,75.5293693331883,-18.2691351120103,12.7409039031205,82.2647012993267,74.5294025986534,1.30078346489092,-0.913456755600513,0.637045195156027
"NGC",-19.9997640591627,75.5294993364565,-18.264778522607,12.7566341758771,82.2549221606406,74.5098443212813,1.30044210855476,-0.913238926130351,0.637831708793857
"NGC",-19.9997616357634,75.5296301792708,-18.2604165214176,12.7723631135004,82.2451430219546,74.4902860439092,1.3001007522186,-0.913020826070882,0.638618155675021
"NGC",-19.9997591904981,75.5297618660256,-18.25604910857,12.7880907151227,82.2353638832685,74.470727766537,1.29975939588243,-0.912802455428498,0.639404535756134
"NGC",-19.9997567231962,75.5298944011328,-18.25167628419,12.8038169798814,82.2255847445825,74.4511694891649,1.29941803954627,-0.912583814209498,0.640190848994068
"NGC",-19.9997542336864,75.5300277890224,-18.2472980484017,12.819541906919,82.2158056058964,74.4316112117928,1.29907668321011,-0.912364902420087,0.640977095345951
"NGC",-19.9997517217961,75.5301620341421,-18.2429144013276,12.8352654953833,82.2060264672103,74.4120529344207,1.29873532687395,-0.91214572006638,0.641763274769165
"NGC",-19.9997491873514,75.5302971409577,-18.2385253430879,12.8509877444271,82.1962473285243,74.3924946570486,1.29839397053779,-0.911926267154395,0.642549387221354
"NGC",-19.9997466301776,75.5304331139529,-18.2341308738011,12.8667086532083,82.1864681898382,74.3729363796764,1.29805261420163,-0.911706543690056,0.643335432660417
"NGC",-19.9997440500985,75.5305699576295,-18.2297309935838,12.8824282208903,82.1766890511522,74.3533781023043,1.29771125786546,-0.911486549679192,0.644121411044516
"NGC",-19.9997414469371,75.5307076765075,-18.2253257025507,12.8981464466415,82.1669099124661,74.3338198249322,1.2973699015293,-0.911266285127537,0.644907322332074
"NGC",-19.9997388205149,75.5308462751247,-18.2209150008145,12.9138633296354,82.15713077378,74.3142615475601,1.29702854519314,-0.911045750040727,0.645693166481772
"NGC",-19.9997361706525,75.5309857580376,-18.216498888486,12.9295788690512,82.147351635094,74.294703270188,1.29668718885698,-0.910824944424299,0.646478943452558
"NGC",-19.9997334971692,75.5311261298206,-18.2120773656739,12.9452930640728,82.1375724964079,74.2751449928158,1.29634583252082,-0.910603868283696,0.647264653203642
"NGC",-19.9997307998832,75.5312673950665,-18.2076504324852,12.96100591389,82.1277933577219,74.2555867154437,1.29600447618465,-0.910382521624259,0.648050295694499
"NGC",-19.9997280786114,75.5314095583867,-18.2032180890246,12.9767174176974,82.1180142190358,74.2360284380716,1.29566311984849,-0.910160904451231,0.64883587088487
"NGC",-19.9997253331696,75.5315526244108,-18.1987803353951,12.9924275746953,82.1082350803497,74.2164701606995,1.29532176351233,-0.909939016769755,0.649621378734763
"NGC",-19.9997225633724,75.5316965977868,-18.1943371716974,13.0081363840891,82.0984559416637,74.1969118833274,1.29498040717617,-0.909716858584871,0.650406819204454
"NGC",-19.9997197690332,75.5318414831815,-18.1898885980304,13.0238438450897,82.0886768029776,74.1773536059552,1.29463905084001,-0.909494429901521,0.651192192254487
"NGC",-19.9997169499641,75.53198728528,-18.1854346144909,13.0395499569135,82.0788976642916,74.1577953285831,1.29429769450385,-0.909271730724543,0.651977497845675
"NGC",-19.9997141059761,75.5321340087863,-18.1809752211734,13.0552547187821,82.0691185256055,74.138237051211,1.29395633816768,-0.909048761058672,0.652762735939105
"NGC",-19.9997112368789,75.532281658423,-18.1765104181708,13.0709581299227,82.0593393869194,74.1186787738389,1.29361498183152,-0.90882552090854,0.653547906496133
"NGC",-19.999708342481,75.5324302389314,-18.1720402055735,13.0866601895678,82.0495602482334,74.0991204964668,1.29327362549536,-0.908602010278673,0.654333009478389
"NGC",-19.9997054225898,75.5325797550715,-18.1675645834699,13.1023608969555,82.0397811095473,74.0795622190946,1.2929322691592,-0.908378229173496,0.655118044847776
"NGC",-19.9997024770112,75.5327302116225,-18.1630835519465,13.1180602513294,82.0300019708613,74.0600039417225,1.29259091282304,-0.908154177597324,0.655903012566472
"NGC",-19.99969950555,75.5328816133822,-18.1585971110874,13.1337582519386,82.0202228321752,74.0404456643504,1.29224955648688,-0.907929855554368,0.656687912596932
"NGC",-19.9996965080097,75.5330339651675,-18.1541052609746,13.1494548980378,82.0104436934892,74.0208873869783,1.29190820015071,-0.90770526304873,0.657472744901888
"NGC",-19.9996934841927,75.5331872718143,-18.1496080016882,13.165150188887,82.0006645548031,74.0013291096062,1.29156684381455,-0.907480400084408,0.658257509444348
"NGC",-19.9996904338998,75.5333415381776,-18.1451053333057,13.180844123752,81.990885416117,73.981770832234,1.29122548747839,-0.907255266665287,0.6590422061876
"NGC",-19.9996873569309,75.5334967691313,-18.1405972559029,13.1965367019042,81.981106277431,73.9622125548619,1.29088413114223,-0.907029862795146,0.659826835095212
"NGC",-19.9996842530843,75.5336529695689,-18.136083769553,13.2122279226207,81.9713271387449,73.9426542774898,1.29054277480607,-0.906804188477651,0.660611396131034
"NGC",-19.9996811221573,75.5338101444029,-18.1315648743272,13.2279177851839,81.9615480000589,73.9230960001177,1.2902014184699,-0.906578243716361,0.661395889259196
"NGC",-19.9996779639456,75.5339682985651,-18.1270405702944,13.2436062888823,81.9517688613728,73.9035377227456,1.28986006213374,-0.90635202851472,0.662180314444113
"NGC",-19.9996747782438,75.5341274370067,-18.1225108575213,13.2592934330097,81.9419897226867,73.8839794453734,1.28951870579758,-0.906125542876063,0.662964671650483
"NGC",-19.9996715648453,75.5342875646982,-18.1179757360722,13.2749792168658,81.9322105840007,73.8644211680013,1.28917734946142,-0.905898786803609,0.663748960843288
"NGC",-19.9996683235418,75.5344486866297,-18.1134352060093,13.290663639756,81.9224314453146,73.8448628906292,1.28883599312526,-0.905671760300465,0.6645331819878
"NGC",-19.999665054124,75.5346108078109,-18.1088892673925,13.3063467009915,81.9126523066285,73.8253046132571,1.2884946367891,-0.905444463369625,0.665317335049575
"NGC",-19.9996617563813,75.5347739332707,-18.1043379202793,13.3220283998892,81.9028731679425,73.805746335885,1.28815328045293,-0.905216896013965,0.666101419994458
